RA,DEC,FREQ_GHZ,X,Y,SNR,FLUX_MAX,BINNING,GROUP,F,F_kw,ID,source,window
52.87615,-27.9538,96.9226,469.8,595.2,9.7,0.009628,19,55,1,1,258,aless98,spw2123
52.87292,-27.95557,97.2977,563.3,537.3,9.24,0.007727,15,56,1,1,259,aless98,spw2123
52.87416,-27.95781,97.3289,527.4,464.1,8.33,0.007848,19,57,1,1,260,aless98,spw2123
52.87531,-27.95516,96.9695,493.9,550.8,8.33,0.005521,9,58,1,1,261,aless98,spw2123
52.87373,-27.95562,96.907,539.6,535.8,7.88,0.007812,19,59,1,1,262,aless98,spw2123
52.87527,-27.95643,96.9226,495.1,509.4,7.07,0.006153,15,60,1,1,263,aless98,spw2123
52.8759,-27.95555,97.3445,476.8,538,6.73,0.006337,19,61,1,1,264,aless98,spw2123
52.86647,-27.96126,86.6878,749.6,351.3,6.02,0.004615,13,0,0.601,0.881,265,aless98,spw1719
34.32117,-5.55735,96.1085,176.9,196.3,28.36,0.024839,7,0,1,1,266,uds306,allspw
34.32115,-5.55737,95.9991,177.3,196.1,25.57,0.032723,19,1,1,1,267,uds306,allspw
34.32115,-5.55735,96.2179,177.2,196.3,22.78,0.026677,19,2,1,1,268,uds306,allspw
34.32154,-5.559,95.7023,171.7,172.7,15.88,0.012694,11,3,1,1,269,uds306,allspw
34.32154,-5.55899,95.5929,171.7,172.7,11.88,0.010914,19,4,1,1,270,uds306,allspw
34.3211,-5.55741,95.8898,178,195.5,11.55,0.010027,19,5,1,1,271,uds306,allspw
34.32125,-5.55875,95.8116,175.8,176.1,10.73,0.009902,19,6,1,1,272,uds306,allspw
34.31988,-5.5491,96.0773,195.4,315.1,6.46,0.00539,7,7,0.875,1,273,uds306,allspw
34.32243,-5.56565,96.0148,158.9,76.8,6.3,0.007791,17,8,0.828,1,274,uds306,allspw
